row_id,ground_truth,glove_000,glove_001,glove_002,glove_003,glove_004,glove_005,glove_006,glove_007,glove_008,glove_009,glove_010,glove_011,glove_012,glove_013,glove_014,glove_015,glove_016,glove_017,glove_018,glove_019,glove_020,glove_021,glove_022,glove_023,glove_024,glove_025,glove_026,glove_027,glove_028,glove_029,glove_030,glove_031,glove_032,glove_033,glove_034,glove_035,glove_036,glove_037,glove_038,glove_039,glove_040,glove_041,glove_042,glove_043,glove_044,glove_045,glove_046,glove_047,glove_048,glove_049,glove_050,glove_051,glove_052,glove_053,glove_054,glove_055,glove_056,glove_057,glove_058,glove_059,glove_060,glove_061,glove_062,glove_063,glove_064,glove_065,glove_066,glove_067,glove_068,glove_069,glove_070,glove_071,glove_072,glove_073,glove_074,glove_075,glove_076,glove_077,glove_078,glove_079,glove_080,glove_081,glove_082,glove_083,glove_084,glove_085,glove_086,glove_087,glove_088,glove_089,glove_090,glove_091,glove_092,glove_093,glove_094,glove_095,glove_096,glove_097,glove_098,glove_099
101,negative,0.075932756,0.25369424,0.55126673,0.004282228,-0.045634054,-0.019633666,-0.15257597,0.07661799,0.14182307,0.014001443,-0.08768541,0.06957888,0.16502021,0.11967976,-0.054311097,0.010065555,0.11531573,-0.13161394,-0.2159978,-0.023681996,0.30439663,-0.06543414,-0.016747478,-0.0626497,0.19811739,0.23698017,-0.16564158,-0.22061926,0.3435338,-0.04515256,-0.017437303,0.14325574,-0.050642002,0.005759332,-0.049225245,0.20297126,0.028745482,-0.0326177,-0.18077064,-0.11943497,-0.35494378,0.11760745,0.31320387,-0.18401517,0.069962114,-0.15460098,0.16991927,-0.09161853,0.015070615,-0.4182549,0.06343995,0.122561365,0.23717584,0.66261685,-0.21319444,-1.1722064,0.16280629,-0.21547051,0.9987443,0.1618589,-0.06252624,0.32563287,-0.1024664,-0.37541878,0.51258093,0.013584699,0.21809062,0.19201785,-0.25383496,-0.26392305,0.07343836,-0.10181647,-0.13639131,-0.29871944,0.09066562,0.4440154,-0.20160945,-0.1624573,-0.5483537,0.04557348,0.3654131,-0.040378604,-0.039243415,0.10311845,-0.7385234,-0.060017638,0.07727437,0.039569482,0.1941976,-0.19460343,-0.023734247,-0.02553932,-0.22729562,0.15690333,-0.4014572,0.036277916,0.054967005,-0.05778359,0.27607927,0.053320285
102,neutral,-0.0964306,0.21114679,0.28475982,-0.24406253,-0.07738904,0.089672565,-0.20124255,-0.088007055,-0.08655579,-0.10283679,0.31197512,-0.079621896,0.046041332,0.010732238,0.02780691,0.0997819,-0.21138698,-0.14305916,-0.11625749,-0.06376256,0.24908301,-0.012555725,0.061011456,0.015604418,0.14581032,-0.042473402,-0.09727365,-0.1208704,0.09958945,-0.018207783,0.037112974,0.34112558,-0.1512041,0.07814071,0.039187893,0.042571373,-0.15935943,-0.074543096,0.03827553,-0.25102195,-0.06917605,-0.27016267,-0.22306477,-0.3406137,-0.06893349,-0.27769694,0.17961346,0.01017062,0.080850035,-0.5830911,0.07572378,0.029041974,0.031645246,0.57138944,-0.06590432,-1.5701098,-0.012073561,0.16235177,0.7674864,0.244096,-0.086877294,0.521384,-0.31206107,-0.056140985,0.36421368,-0.032810368,0.19559151,0.046838332,-0.015400411,-0.2064811,-0.17347912,0.03184285,0.053282037,-0.07860899,0.031266876,0.10839349,0.06787383,-0.108885355,-0.25147048,-0.27238837,0.31756732,-0.18890068,-0.3208533,-0.2876753,-0.67067206,-0.13803983,0.041196108,-0.09295185,-0.050115395,0.031263303,0.051115993,0.22424741,-0.24205054,-0.13973005,-0.35077217,-0.019665169,-0.24769098,0.06411991,0.32758093,0.024675863
103,neutral,-0.038721126,0.14024943,0.42494357,-0.1730365,-0.23709206,-0.042800758,-0.07446533,-0.118497476,-0.04010178,-0.032549154,0.092870675,0.08257399,0.15575771,0.003828957,-0.06960591,-0.14614262,0.032237917,0.05484221,-0.3948336,0.41625518,0.17029136,-0.14612211,0.1910303,-0.060986068,0.081091784,0.032917097,-0.11389623,-0.36707613,0.28025132,-0.06827819,-0.04401297,0.4839363,-0.05471985,0.029348314,0.10938875,0.1466705,-0.13842392,0.14095105,0.10578849,-0.09118997,-0.28163302,0.047562286,0.09369844,-0.34197798,-0.21880068,-0.12149417,-0.07339956,-0.076374434,-0.14282838,-0.61115503,-0.016948624,-0.24623047,0.1305857,0.63870734,-0.10136669,-1.4015385,-0.06810529,0.016136363,0.7114383,0.16005406,-0.10630558,0.3006951,-0.19986625,-0.011365876,0.50718796,-0.058429956,0.2794306,0.41729304,-0.07886726,0.011639461,-0.034819074,-0.030027287,-0.22093138,-0.31243646,0.02263343,0.084379174,-0.1136365,-0.10323518,-0.35878238,-0.18382001,0.36469144,-0.08279792,-0.172409,-0.20530881,-0.7339384,-0.10414435,-0.08107613,0.0047779907,-0.013611828,-0.33972132,-0.024330867,-0.11642263,0.013708122,-0.07007951,-0.3185306,0.19421716,0.110784665,-0.24967936,0.029274004,0.08540333
104,negative,-0.23518524,0.34944904,0.12913509,0.004777781,-0.13821621,-0.033006527,-0.004032903,0.07165828,-0.087694764,-0.17191352,0.35822636,0.04492349,0.028062489,0.013533715,0.08024682,-0.021588942,0.05806527,0.11324132,-0.12648882,0.04523509,0.1581777,-0.16323319,-0.27590874,-0.29202047,0.2859591,-0.042112965,0.09008851,-0.054091625,0.122221276,0.0523881,-0.057323236,0.026620138,0.014435141,0.077389464,-0.07174095,0.1238474,-0.08249733,-0.056699093,-0.06703167,-0.21495937,-0.20274296,-0.09958294,0.038146585,-0.107235655,-0.15358388,-0.3880315,-0.11239264,-0.062182635,-0.06360044,-0.50431496,0.0012300927,-0.14639157,0.2371082,0.6276939,-0.36375165,-1.4465587,0.01469985,-0.09168297,1.160643,0.09039701,-0.41880664,0.8648891,-0.507929,-0.04162183,0.5022279,-0.0103710415,0.19267705,0.14114144,-0.109152034,-0.24716656,0.18489362,0.058808845,-0.044944283,-0.107852444,0.3099587,0.24092242,-0.09831558,-0.067487836,-0.39217588,0.12561817,0.42716044,0.052936807,-0.027810005,-0.012346554,-0.6992711,-0.090101235,-0.11796659,-0.07682527,-0.023361469,0.1304447,0.08319165,-0.20457125,-0.17804113,0.23810098,-0.22539999,-0.14036569,-0.10541619,-0.15909964,0.45191064,0.3179156
105,neutral,-0.08600605,0.2696873,0.4419567,-0.0044071614,0.19289586,-0.13619582,0.12259227,-0.03808539,-0.117788956,-0.0035526217,0.254617,-0.017098593,0.10076978,-0.005652307,-0.20526794,-0.1988102,0.098369785,-0.23157355,-0.18084522,0.19820227,0.34457073,-0.07771796,0.056684464,-0.034418836,0.22375081,-0.0831945,0.08314155,-0.33630657,-0.11428145,-0.06684478,0.1590779,0.23328443,-0.26991153,-0.117793,0.14009863,0.11581453,0.20405796,0.10100311,-0.19280508,-0.005583241,-0.32351586,-0.26805326,0.07643866,-0.17542326,-0.028379356,-0.2694858,0.13953468,-0.1168419,-0.09467431,-0.5477416,0.022028498,-0.112685956,0.16283038,0.5955215,-0.17497076,-1.9102365,-0.17943564,-0.12343824,1.4019583,0.3179139,-0.11894429,0.29856682,-0.33737183,-0.120640755,0.5227063,0.0065421327,-0.07073288,0.38133517,0.1111857,-0.23521057,0.09643929,-0.018389175,-0.24426161,-0.32165754,0.034083977,-0.099798836,-0.1456593,-0.11209826,-0.76097655,-0.19019839,0.5051646,0.06741515,-0.098006815,-0.012515369,-0.7935436,-0.030417835,-0.103047326,-0.14474167,0.075902015,-0.17025705,0.076651044,-0.16926788,-0.32793754,-0.09647532,-0.58366215,0.26684675,-0.15678114,0.008175792,0.63278437,0.28320146
106,neutral,-0.18594341,0.08030189,0.3345323,-0.108895406,0.13497074,0.113648385,-0.43568012,-0.03374385,-0.120267116,0.57055575,0.102419004,-0.18011525,0.4417243,0.37856486,-0.15038805,-0.025957055,-0.2181155,-0.5214258,-0.6696148,0.362965,0.34037697,-0.26851237,0.29487604,0.00390895,-0.24288477,0.13496311,-0.08530301,-0.0005231526,0.5304417,-0.009588825,-0.07766925,0.09777449,-0.00592852,0.006344408,0.004923051,-0.04492052,-0.07120708,0.046280984,-0.03188928,0.17168295,-0.6237476,0.20665859,0.42447373,-0.4135991,0.2167475,-0.42889503,0.17501973,-0.14180058,-0.15552555,-0.67383265,0.0666405,0.47100234,0.33528078,1.1920583,-0.3482815,-1.659017,-0.46019143,-0.3139815,1.4191291,0.19814685,-0.24497253,-0.01411555,0.18912047,-0.34157217,0.47338977,0.4499636,-0.12125094,0.4879369,-0.2495114,0.12635703,0.18561402,-0.6464364,0.0078088297,-0.55077815,0.13437714,0.31936145,0.1447466,-0.014436217,-0.7260862,0.35776973,1.0250608,0.21552554,-0.37886,-0.059400797,-1.0035615,-0.15056098,0.017229121,0.059292797,-0.16579656,-0.3522815,-0.09508007,-0.035507366,-0.09249107,-0.3065862,-0.582045,0.11694305,0.025981959,0.011159135,0.3411057,-0.1718113
107,neutral,0.14049484,0.022302445,-0.060422003,0.042876426,-0.16137564,-0.088627696,0.17691037,0.040924102,-0.1866584,-0.40539363,-0.27552217,-0.17656557,-0.33471847,0.48698348,-0.019782642,0.09602803,0.38310567,-0.03758499,-0.19397688,-0.00423576,0.05825849,0.19341671,0.3453503,-0.039267607,0.2412519,0.12418126,-0.09370541,-0.1575201,0.16930526,0.14681485,0.08990235,0.16445841,0.24918038,-0.19714276,-0.013378732,0.25194293,0.115129195,0.2292914,0.34351707,-0.32708207,-0.008726235,-0.14346333,-0.13371275,-0.04039779,0.05933158,-0.08927944,-0.28961805,-0.3032133,0.084581524,-0.39649606,-0.1560352,-0.0528328,-0.29382566,0.23304729,-0.26692536,-1.0075276,-0.4981105,0.01488269,0.353876,0.23539889,0.037535794,0.18927382,-0.0010107855,-0.058447085,0.06854462,-0.48138285,0.36696345,0.3403167,0.22395359,-0.13304926,0.11992348,0.21186514,0.18575741,-0.1318265,0.026489658,-0.08216998,-0.060295817,-0.16596723,-0.33024216,0.21294747,0.17012899,-0.11068164,-0.37209937,0.009181842,-0.4765489,-0.03828714,-0.15070125,-0.32935,0.085352585,-0.16824478,0.32031885,-0.23907183,-0.15761878,0.23254909,-0.17112558,-0.21930051,0.05662816,-0.25031695,-0.040462177,0.3881038
108,neutral,-0.50747097,0.015497523,-0.10515663,-0.005539393,-0.012960851,0.0153651545,0.19624104,0.08285418,-0.14105469,0.50570244,0.25051644,-0.14524402,0.34320325,0.25460818,-0.021816464,0.034040492,0.05733555,-0.33415514,-0.4889791,0.10913846,0.4271455,-0.32923326,0.12092228,-0.10431615,-0.15035526,-0.05641551,-0.16210163,0.08524296,0.26176044,0.06931587,-0.1415223,-0.07465771,-0.22986808,-0.049021907,0.26421997,0.08727662,0.056758743,0.16141881,0.16594498,0.07798181,-0.3510793,-0.02280727,0.3750079,-0.043842915,0.46394157,-0.08070893,-0.07663419,-0.083968416,-0.06719421,-0.3105973,-0.11862769,0.19098948,0.0031739709,0.99310446,-0.1718367,-1.3912774,0.092959344,-0.28994116,1.4836978,0.4760138,-0.03392882,0.6549186,0.13082822,0.062273245,0.525805,-0.040000528,-0.32409453,0.1728171,-0.07072109,0.46655482,0.17809126,-0.810805,-0.3252906,-0.21824017,0.16965087,0.24166091,-0.18964039,0.24304575,-0.7619091,0.1129999,0.6076635,-0.18279229,-0.06832511,0.20816746,-0.76237845,0.056103695,0.34021506,-0.07113953,0.061669696,-0.06572733,0.059482615,-0.028436085,-0.12853499,0.15224539,-0.48403612,0.14082368,0.01591474,-0.011754157,0.21769044,-0.0018465718
109,neutral,0.16703758,0.006466854,0.33989912,-0.37208375,0.045733012,0.073967904,0.045746412,-0.027682966,-0.25753817,-0.14465165,0.017439056,0.086036734,-0.1605324,0.09561052,0.15880038,-0.2668305,0.26963785,0.29423288,-0.12530598,0.21760364,0.28583154,0.10417484,-0.052798964,0.19057325,0.4993445,0.36412632,-0.4354823,-0.42687204,0.5970531,-0.1860955,0.1758804,0.57522416,0.29424667,0.21782045,0.19017886,-0.023922658,-0.08699321,0.06296857,0.19471227,-0.07804593,-0.15313786,-0.12006225,0.24222545,-0.17165446,-0.10779949,-0.06896861,0.2758875,-0.118549615,-0.43902493,0.17537709,-0.19342794,0.4199093,-0.30155823,0.43211952,-0.23092835,-1.6651881,-0.29866982,0.20472986,1.1716971,0.45728523,0.053736616,0.7303125,-0.22193256,-0.02902845,0.33219236,-0.048712585,-0.001645346,0.14101833,0.09875611,0.22203274,0.31085348,0.1019763,-0.16073504,-0.7654019,0.14545609,-0.1790295,-0.36063528,0.3022754,-0.5188219,0.11122161,0.12226376,-0.038502607,-0.67011774,0.18946563,-0.37335432,-0.108197674,-0.21670714,-0.070357524,0.14657666,-0.5223764,-0.26875556,-0.4739465,-3.6968622e-06,0.18696702,-0.37400997,0.2850364,-0.39344737,-0.30446813,0.30131152,-0.026835449
110,neutral,-0.18478681,0.25593275,0.32243332,0.0047060326,-0.07553452,-0.1859033,-0.079343915,-0.08968883,-0.095007755,0.023252992,-0.047102083,-0.050041042,0.059340585,-0.097326845,0.11484753,-0.19030368,0.07953536,0.016148135,-0.20990232,-0.02301715,0.13158655,0.09009931,0.0012602762,-0.14895222,-0.07434967,-0.028230844,-0.16216148,-0.19245633,-0.0525679,-0.0924833,-0.062477607,0.22562364,-0.20037524,-0.06598663,-0.12761787,0.00995597,-0.048933942,0.006900889,-0.062299065,-0.2508745,-0.37055996,-0.16466159,0.065165885,-0.16008532,-0.064915895,-0.058896355,0.2673185,-0.060353916,-0.23795296,-0.6547551,0.036684107,-0.068296544,0.018072344,0.79681444,0.00034951023,-1.7396669,0.12828743,-0.07627151,1.2951336,0.35607764,-0.18785615,0.5331097,-0.26953346,-0.08240836,0.5217746,0.02436502,0.028212573,0.09449931,0.28543353,-0.10790881,0.046085246,-0.008963716,-0.12973936,-0.26465896,-0.028439913,-0.017057795,-0.19062383,0.08224932,-0.65219694,0.085932545,0.42787394,0.057427797,-0.38147873,0.065428354,-0.9769941,0.020623758,-0.009083992,-0.13142872,-0.17242822,-0.2792806,0.2663494,-0.036670253,-0.1621631,0.027356023,-0.27698833,-0.021418894,-0.037650734,-0.210347,0.284533,0.095207356
111,neutral,-0.24242266,0.077416204,0.20436467,-0.104824185,-0.046826545,-0.15510678,-0.034767922,-0.13421528,0.13163593,0.16869986,-0.049818333,0.0267713,0.119625844,-0.18193412,0.04738749,-0.18685196,0.039180994,0.031535957,-0.17440365,0.10717483,0.24115327,-0.13662426,0.18764181,-0.20868972,-0.027246455,-0.10219464,-0.08191459,-0.21879691,0.0791191,-0.06920911,0.045450747,0.3631002,-0.21587898,-0.10405996,0.021233672,-0.06429207,0.15823567,0.088349596,-0.11693245,-0.11681603,-0.41211632,-0.013243101,0.14077018,-0.22490221,-0.056859825,-0.28833586,0.2833137,-0.1378156,-0.1606673,-0.50112754,0.16685213,-0.070733346,0.12613215,0.77545136,0.18740924,-1.7503978,0.17508231,-0.022404274,1.0190381,0.37643948,-0.03687615,0.3387874,-0.22910859,-0.111431,0.6154087,0.18508796,0.2589319,0.20918368,0.04468295,0.011468486,0.16280726,-0.15992343,-0.20410413,-0.22236165,0.022479206,-0.10514045,-0.15313818,-0.040501233,-0.6679354,0.09772694,0.46469274,0.029497208,-0.3677462,0.0535082,-0.9443574,0.10274678,0.18024011,0.0449045,-0.04185725,-0.37574384,0.05298968,0.022822926,0.032580525,-0.050773002,-0.18526517,0.13537484,0.026298735,-0.20174551,0.3155495,0.21377629
112,neutral,-0.19560461,0.24114044,0.10829262,-0.010838268,-0.0027470398,0.06612077,-0.07567594,-0.33391306,-0.034650978,0.43821198,-0.013688516,-0.123425275,0.18756963,0.07906956,-0.051379237,0.033720672,-0.10419671,-0.15569815,-0.2470188,0.009950597,0.3811668,-0.2747881,0.1743209,-0.18828109,-0.046055943,0.05315651,-0.19078015,-0.31654692,0.18359086,-0.015901148,0.012529668,0.23258479,-0.15327474,-0.11586785,0.2246871,-0.010891362,-0.03983046,-0.18406045,0.1507802,-0.07223484,-0.24153955,-0.01675506,0.09228547,-0.18859191,0.059460443,-0.1900596,0.19563645,0.071829535,-0.17738287,-0.37426424,0.06269823,0.092646606,0.08233298,0.89926475,0.15586609,-1.5599643,0.043946497,-0.06798614,1.2126477,0.39013585,-0.03315001,0.4260283,-0.0029634298,-0.23829275,0.6331225,0.1434655,0.19420853,0.107934125,0.09313671,0.1139278,0.1456999,-0.35202,-0.25428972,-0.11561672,-0.0014460785,-0.2202775,-0.0617272,0.03226499,-0.6479173,0.10929,0.5443501,-0.056613255,-0.22014636,0.08905249,-0.9752773,0.1835364,0.02607505,0.023145622,-0.14779359,-0.24753839,0.02293895,-0.08888214,-0.11549681,0.20675245,-0.27852783,-0.19240755,-0.09013801,-0.24965642,0.3938782,0.1798854
113,negative,-0.0427389,0.22285159,0.11796035,-0.19515714,-0.023669314,0.21035726,-0.086266436,0.1738301,-0.08396028,0.26730776,0.02366139,-0.0074356017,0.2459503,0.30993596,-0.029162511,-0.16432731,0.10679496,0.014642029,-0.42468828,0.23925123,0.35740775,-0.2907933,0.108117945,-0.03484858,-0.019454304,0.0013803012,-0.30769855,-0.3006448,0.15098281,0.07521129,-0.13082924,0.36500496,-0.048328113,0.005164684,0.108575776,0.061270658,-0.17034134,0.12126932,0.27311194,0.038866196,-0.3243021,0.032038465,-0.09607601,-0.23848829,0.2573537,-0.05028803,-0.097854495,-0.18481383,-0.14825721,-0.4613618,-0.10899977,-0.08657041,-0.10785956,0.85730183,-0.10771829,-1.7045996,-0.1879572,-0.1554031,1.4074615,0.39825144,-0.011595954,0.47512478,0.017055819,-0.10648704,0.49545154,0.017861145,0.18916407,0.17771938,0.0077412133,0.05422001,-0.038964935,-0.2881667,-0.2204127,-0.27696985,0.104304105,0.23216456,0.013364443,-0.019134074,-0.5436395,-0.13526307,0.6175573,0.06331808,-0.3184533,-0.14627713,-1.0281221,-0.21011779,0.15671031,-0.049414936,-0.07663416,-0.13887662,0.013336032,-0.10653742,-0.008251519,-0.16968992,-0.44580293,0.077407055,-0.09427695,-0.18854547,0.17606643,-0.013347674
114,negative,-0.030043157,0.10120754,0.34526035,-0.23237564,0.16613685,0.3389817,-0.08776374,0.061454535,0.13765025,-0.018502774,0.1386091,-0.09115884,0.085106306,0.030218853,0.17290199,0.15445925,0.16190428,-0.054937236,-0.20723577,0.21760717,0.29946977,-0.060721483,0.07091651,-0.13357721,0.19075854,-0.029288873,-0.14991108,-0.23940031,0.16953462,-0.16056825,0.24397725,0.3475637,-0.059795585,0.15648396,0.10754557,0.20023654,-0.14956915,0.017827794,0.06570612,-0.15075849,-0.17409779,0.021849923,-0.03931131,-0.020415982,-0.036532283,-0.009910887,0.0075753685,-0.34931424,0.09140631,-0.57603174,0.13780244,-0.08505545,0.11361436,0.6982552,-0.074579775,-1.9800079,-0.16206282,0.030984988,1.2314231,0.18930863,-0.16860071,0.7479915,-0.10649819,-0.18158145,0.6775098,-0.09285786,0.5519868,0.21425225,-0.07030742,0.024321161,0.032943975,-0.11672151,-0.18239963,-0.108390085,-0.020402074,0.022251924,-0.123617314,-0.0016204872,-0.44570166,-0.04189158,0.38406494,-0.057014544,-0.06949723,0.11536241,-1.1565696,-0.0920616,0.057666022,-0.20496252,-0.02821885,-0.19100368,-0.049227092,0.06355615,0.058876738,0.004665454,-0.19123043,-0.17121519,-0.06589651,-0.154987,0.37081373,0.065818615
115,neutral,-0.024965746,0.16379969,0.6788226,-0.07815942,-0.4283412,-0.027852261,-0.10472895,-0.21990699,0.2753826,0.04718222,0.14043155,0.387433,0.36973926,-0.069628246,0.104711115,-0.105808236,0.10177629,0.4170956,-0.40164378,0.583904,0.05638491,-0.25474936,-0.20229663,-0.5187794,-0.26626706,-0.0023074658,0.2412325,-0.508819,0.16741934,0.05555828,0.08625872,0.4140353,-0.07525306,0.09152171,0.120886154,0.10795385,-0.3004444,-0.06664155,0.07844698,-0.3522845,-0.4459229,0.14392701,0.16696592,-0.3266344,-0.27768326,-0.18221764,0.36085516,-0.40414953,-0.33901352,-0.9977427,0.6225584,0.092470035,0.2958193,0.5944332,0.035212323,-1.8924772,0.0507877,0.1303675,1.1603327,0.12998861,-0.25988021,0.5991977,-0.33844835,-0.15188666,0.7421532,0.14777295,0.33854166,0.50323695,-0.31046978,0.014396182,0.03747715,-0.23590027,-0.14877906,-0.57839155,0.49091,0.009606385,0.09894945,-0.46137503,-0.78768367,-0.061572526,0.124704,-0.0023147722,-0.30439252,-0.07028584,-0.9551535,-0.48850748,0.11653417,0.14390999,-0.19872405,-0.09884251,0.088961095,-0.15583351,0.10840859,-0.15010446,-0.387042,-0.115146644,-0.4177519,-0.1477481,0.1253105,0.3265442
116,negative,-0.20466487,0.24688023,0.13706663,0.16924231,0.11170333,-0.26966685,-0.26209056,-0.05385911,0.007960466,0.49688706,-0.089847945,-0.13598388,0.30476883,-0.112016544,0.13445108,0.056937203,-0.3380772,-0.27660534,-0.43250296,0.10610518,0.32381585,-0.1384178,0.19058341,-0.2017479,-0.04156347,-0.139287,-0.07233503,-0.022354119,0.219631,-0.093517214,0.11958945,0.081772946,-0.062173564,0.08105442,-0.025551163,0.082186945,0.16672923,-0.018041521,-0.26453763,0.19728811,-0.4371928,-0.08234169,0.3330981,-0.057736065,0.24837293,-0.29826447,0.45730895,0.123323575,-0.046700567,-0.31894237,0.3586053,0.121596955,0.16538228,1.0551893,-0.12047846,-1.8241704,0.04165099,-0.28583437,1.429139,0.24931885,-0.105745725,0.39602086,-0.053329043,-0.15156448,0.49648172,0.08723554,-0.19005509,0.08859852,0.0134428395,0.13476168,0.2812885,-0.4529887,-0.255067,-0.33251548,0.20606264,-0.116349824,0.009275127,0.036521588,-0.78873324,0.04148548,0.7979416,0.13313308,-0.19897872,-0.15769355,-0.9636635,0.045688484,0.08974331,0.006921985,-0.018293614,-0.11549608,0.12323026,0.146217,-0.31217834,-0.12848763,-0.5569649,0.14285013,0.09883457,-0.115123644,0.68529576,0.30004144
117,neutral,-0.12640499,0.13941301,0.32613134,-0.2096198,-0.03637654,-0.12912174,0.001376591,0.17957164,0.009553056,0.07877201,0.1561017,-0.087728836,-0.016596327,-0.11575268,-0.044964872,-0.2464657,0.0025156825,0.1202692,0.030610772,0.13368282,0.3601976,-0.027422024,-0.06776753,-0.04703499,0.20388204,-0.020101782,-0.22061606,-0.3361463,0.25228837,0.052640107,0.0409049,0.28865385,-0.010030661,0.119020924,-0.04024666,0.30551356,0.07918737,0.036410555,0.12786755,-0.24838842,0.16137272,-0.1991888,-0.097164296,-0.20577031,-0.06687491,0.109131455,-0.056035977,-0.20924968,-0.16818103,-0.6754599,-0.014884657,-0.023350155,-0.10639938,0.7118489,-0.09364232,-1.3583707,-0.14155911,0.14358886,1.0391682,0.24430391,0.13551524,0.3182626,-0.20837425,0.123312876,0.43455437,0.17264776,0.36407593,-0.16780004,0.27953708,-0.08722746,0.05596613,-0.1569027,0.0089428,0.0063996403,0.00040410526,0.14372031,0.22703093,-0.14339079,-0.39238307,-0.120994,0.2859123,0.019404512,-0.14602344,-0.13036251,-0.5674059,-0.30385152,0.042094614,-0.3393562,-0.22880387,-0.15678617,-0.06893039,0.067564934,-0.031053875,-0.030597989,-0.35841158,-0.022673529,-0.025370348,-0.14706925,0.49967536,-0.12805071
118,neutral,-0.23557806,0.052724414,0.18956575,0.10508942,-0.02680008,0.043892585,-0.1403439,0.060754176,0.14917426,-0.07857365,-0.11905106,0.09640056,0.03171325,0.15377614,-0.05131729,0.04997945,-0.02391688,-0.21583104,-0.20126714,-0.038494222,0.1221458,-0.15157366,-0.06350873,0.029674472,0.03205124,-0.063815475,0.083135195,-0.12985806,0.26284397,-0.19793907,-0.27688876,0.078689456,-0.0074038715,0.028232088,-0.027902603,0.20973645,0.17820355,-0.00928973,-0.115700245,-0.17228143,-0.38007027,0.04990802,0.0908703,-0.1445942,-0.11743188,-0.12369242,-0.11818777,-0.0073744375,-0.114722535,-0.34122935,-0.0726082,0.057875473,-0.05299716,0.5057563,-0.18563455,-1.0165439,0.0036107108,-0.16489752,0.6361685,0.016590877,-0.16460146,0.13395107,-0.13835879,-0.38304868,0.45527807,0.042323563,0.029896567,0.3119991,-0.18047695,-0.0035950074,0.16693635,-0.17501867,-0.3419194,-0.59572524,-0.071158275,0.09557908,-0.094546594,0.074913435,-0.41544104,-0.1705988,0.15053494,-0.23146762,0.17983587,0.030048868,-0.77952814,0.09222251,-0.05419115,0.13573284,-0.06791128,-0.308609,0.079666115,0.06193529,-0.21652955,0.20016606,-0.008567529,-0.015770007,0.08950004,-0.10831711,0.256518,0.23137672
119,neutral,-0.1851432,0.41423017,-0.23619573,0.3420144,-0.026441205,-0.40240622,-0.17227247,-0.06424542,-0.112048276,0.3643152,-0.20403382,-0.3845423,0.007324965,-0.16680819,0.09762917,-0.30901808,0.32298848,-0.07889775,-0.38980535,-0.049504764,0.058652833,0.043850254,0.33909008,-0.06607139,0.4525382,0.27697736,-0.07684268,-0.3460753,-0.08508013,0.19105586,-0.40511075,0.4217133,-0.38464597,-0.14274335,-0.11851938,0.19685346,0.50567764,0.08857753,-0.40011597,-0.13153018,-0.23057158,-0.4289371,-0.12673502,-0.055207424,0.30950072,-0.045075927,0.23546843,-0.124988765,0.05478714,-0.7041292,-0.13151418,0.17873931,-0.17792083,1.0505772,-0.0011686541,-2.121896,-0.079861455,-0.31882265,1.8515357,0.18552107,-0.17382997,0.40058607,-0.3142869,-0.036368776,0.59853464,-0.031833515,-0.07373504,0.36273068,0.37652627,0.006993875,0.5710624,-0.43440673,-0.16368069,-0.4924195,0.05659431,-0.22692202,-0.46868232,0.15733103,-0.6551285,-0.116382174,0.8574863,-0.033028383,-0.07275622,0.4199461,-0.979432,0.10576308,-0.047930334,-0.061525706,0.3020391,-0.030520447,-0.33429843,0.3660142,-0.16803539,-0.39932427,-0.46134812,0.15681516,0.20346951,-0.058123074,0.56842846,0.32082564
120,negative,-0.10954738,0.31072336,0.26468307,-0.16019139,-0.006190761,-0.010035383,-0.06608039,-0.020778323,-0.030790599,-0.024728162,-0.019800855,0.047261484,-0.024030514,0.047236387,0.0844146,-0.021366082,0.2075173,0.013899676,-0.17495637,0.003849115,0.08725534,-0.102288075,0.083641365,0.03662944,-0.05114231,-0.03286219,-0.2072656,-0.18257141,0.11819632,-0.10405235,-0.006417374,0.12997493,0.0075001526,-0.038248837,-0.04078622,0.15842833,-0.041561317,0.030584587,-0.006741294,0.08222629,-0.3908802,-0.29011962,-0.13786297,-0.10529565,-0.07971285,-0.13685091,0.08587394,-0.046740588,-0.23324898,-0.41541776,-0.060697697,-0.081410594,0.12498756,0.6260881,-0.091865376,-1.6321819,0.024758523,-0.05470763,1.0968676,0.2740223,-0.12474756,0.24884918,-0.10143576,-0.12330585,0.70483714,0.14990094,0.08576183,0.015699271,0.15978119,-0.15938003,0.0896808,-0.06312188,-0.32915223,-0.31470525,-0.15619972,0.0017180927,-0.019996772,0.10993306,-0.5334904,0.08408245,0.25907585,0.004062672,-0.010891147,-0.065286025,-0.65395504,-0.074167415,-0.24042933,-0.12579769,0.16803476,-0.2736228,0.019153839,-0.050433993,-0.014632679,0.060626525,-0.09743308,0.07235513,-0.045503423,-0.042710833,0.476279,0.11832225
